priority,review_id,issue_id,issue_label,entries_total,actors_total,first_date,last_date,current_primary_cluster_id,current_cluster_ids,current_matches,route,decision,reviewed_primary_cluster_id,reviewed_cluster_ids,reviewer,reviewed_at,rationale,next_action
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3285,policy-event:boe:boe_api_legal:BOE-A-2026-3285,"Resolución de 2 de febrero de 2026, de la Agencia Nacional de Evaluación de la Calidad y Acreditación, por la que se publica el Convenio con la Escuela Universitaria de Turismo Iriarte, para la evaluación de la activida...",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3285-1d95b2j/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,ANECA/research evaluation agreement belongs in university/research governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3258,policy-event:boe:boe_api_legal:BOE-A-2026-3258,"Resolución de 2 de febrero de 2026, de la Comarca del Bajo Aragón (Teruel), referente a la convocatoria para proveer una plaza.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3258-1d95auj/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Local/comarcal administration staffing call.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3252,policy-event:boe:boe_api_legal:BOE-A-2026-3252,"Resolución de 2 de febrero de 2026, de la Subsecretaría, por la que se corrigen errores en la de 15 de enero de 2026, por la que se convoca concurso general para la provisión de puestos de trabajo en el Centro de Invest...",1,1,2026-02-12,2026-02-12,labor-social-rights,"[""labor-social-rights""]","[{""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""trabajo""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3252-1d95au9/,set_clusters,climate-environment-water,"[""climate-environment-water""]",Dev,2026-05-11,CIEMAT staffing relates to energy/environment research institution.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:boe-appointment:boe:boe_api_legal:BOE-A-2026-3246,boe-appointment:boe:boe_api_legal:BOE-A-2026-3246,"Resolución de 2 de febrero de 2026, de la Universidad de Málaga, por la que se nombra Profesora Titular de Universidad a doña María Iluminada Ordóñez Casado.",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/boe-appointment-boe-boe-api-legal-boe-a-2026-3246-kyd2vj/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,University professor appointment.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3246,policy-event:boe:boe_api_legal:BOE-A-2026-3246,"Resolución de 2 de febrero de 2026, de la Universidad de Málaga, por la que se nombra Profesora Titular de Universidad a doña María Iluminada Ordóñez Casado.",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3246-1d95aro/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,University professor appointment.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3254,policy-event:boe:boe_api_legal:BOE-A-2026-3254,"Resolución de 2 de febrero de 2026, del Ayuntamiento de Arganda del Rey (Madrid), referente a la convocatoria para proveer una plaza.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3254-1d95auf/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Local administration staffing call.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3255,policy-event:boe:boe_api_legal:BOE-A-2026-3255,"Resolución de 2 de febrero de 2026, del Ayuntamiento de Arganda del Rey (Madrid), referente a la convocatoria para proveer varias plazas.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3255-1d95aue/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Local administration staffing call.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3256,policy-event:boe:boe_api_legal:BOE-A-2026-3256,"Resolución de 2 de febrero de 2026, del Ayuntamiento de Elx/Elche (Alicante/Alacant), referente a la convocatoria para proveer una plaza.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3256-1d95aud/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Local administration staffing call.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3257,policy-event:boe:boe_api_legal:BOE-A-2026-3257,"Resolución de 2 de febrero de 2026, del Ayuntamiento de Elx/Elche (Alicante/Alacant), referente a la convocatoria para proveer varias plazas.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3257-1d95auc/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Local administration staffing call.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3290,policy-event:boe:boe_api_legal:BOE-A-2026-3290,"Resolución de 2 de febrero de 2026, del Banco de España, por la que se publican los índices y tipos de referencia aplicables para el cálculo del valor de mercado en la compensación por riesgo de tipo de interés de los p...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3290-1d95b5b/,set_clusters,public-finance-taxation,"[""public-finance-taxation""]",Dev,2026-05-11,Mortgage reference indices belong in financial/public finance regulation.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3283,policy-event:boe:boe_api_legal:BOE-A-2026-3283,"Resolución de 29 de enero de 2026, de la Secretaría de Estado de Derechos Sociales, por la que se publica la modificación del Reglamento regulador de la modalidad de lotería denominada «Lotería Instantánea de boletos de...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3283-1d95b2l/,set_clusters,labor-social-rights,"[""labor-social-rights""]",Dev,2026-05-11,ONCE lottery products belong in social-rights/ONCE public-social framework more than finance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3288,policy-event:boe:boe_api_legal:BOE-A-2026-3288,"Resolución de 3 de febrero de 2026, de la Secretaría de Estado de Juventud e Infancia, por la que se publica el Convenio con la Universidad de A Coruña, para el desarrollo cultural, científico y tecnológico en el ámbito...",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture"", ""labor-social-rights"", ""international-relations-treaties""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""juventud""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3288-1d95b2e/,set_clusters,education-culture,"[""education-culture"", ""labor-social-rights""]",Dev,2026-05-11,"Youth/childhood university agreement for cultural, scientific and technological development.",copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3271,policy-event:boe:boe_api_legal:BOE-A-2026-3271,"Resolución de 30 de enero de 2026, de la Secretaría de Estado de Seguridad, por la que se publica la relación de personas admitidas y excluidas a las pruebas de selección para vigilante de seguridad y su especialidad de...",1,1,2026-02-12,2026-02-12,justice-security-rights,"[""justice-security-rights""]","[{""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3271-1d95asg/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Private security selection tests belong in security governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3247,policy-event:boe:boe_api_legal:BOE-A-2026-3247,"Resolución de 30 de enero de 2026, de la Universidad de Huelva, por la que se integra en el Cuerpo de Profesoras y Profesores Titulares de Universidad a doña Anabel Calzado Carretero.",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3247-1d95arp/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,University teaching corps integration.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:boe-appointment:boe:boe_api_legal:BOE-A-2026-3245,boe-appointment:boe:boe_api_legal:BOE-A-2026-3245,"Resolución de 30 de enero de 2026, de la Universidad de León, por la que se nombra Profesor Titular de Universidad a don Iván Prieto Aguilar.",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/boe-appointment-boe-boe-api-legal-boe-a-2026-3245-kyd2vg/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,University professor appointment.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3245,policy-event:boe:boe_api_legal:BOE-A-2026-3245,"Resolución de 30 de enero de 2026, de la Universidad de León, por la que se nombra Profesor Titular de Universidad a don Iván Prieto Aguilar.",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3245-1d95arr/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,University professor appointment.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3281,policy-event:boe:boe_api_legal:BOE-A-2026-3281,"Resolución de 4 de febrero de 2026, de ICEX España Exportación e Inversiones, E.P.E., por la que se publica el Convenio con la Asociación Libre para la Educación Personalizada y Humana de los Trastornos del Espectro Aut...",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture"", ""international-relations-treaties""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""educacion""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3281-1d95b2n/,set_clusters,education-culture,"[""education-culture"", ""labor-social-rights""]",Dev,2026-05-11,"Training practice agreement with autism-support association; education primary, social inclusion secondary.",copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3287,policy-event:boe:boe_api_legal:BOE-A-2026-3287,"Resolución de 4 de febrero de 2026, de la Secretaría General Técnica, por la que se publica la Adenda de modificación y prórroga del Convenio entre la Dirección Provincial del Instituto Nacional de la Seguridad Social d...",1,1,2026-02-12,2026-02-12,justice-security-rights,"[""justice-security-rights"", ""international-relations-treaties""]","[{""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3287-1d95b2h/,set_clusters,labor-social-rights,"[""labor-social-rights""]",Dev,2026-05-11,Social Security citizen information services.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3286,policy-event:boe:boe_api_legal:BOE-A-2026-3286,"Resolución de 4 de febrero de 2026, de la Secretaría General Técnica, por la que se publica la Adenda de prórroga al Convenio entre el Instituto Nacional de la Seguridad Social, la Comunidad Autónoma del País Vasco, Osa...",1,1,2026-02-12,2026-02-12,health-care,"[""health-care"", ""justice-security-rights"", ""labor-social-rights"", ""international-relations-treaties""]","[{""cluster_id"": ""health-care"", ""issue_review_status"": ""heuristic"", ""label"": ""Sanidad, cuidados, pacientes y salud publica"", ""matched_keywords"": [""salud""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""laboral""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3286-1d95b2g/,set_clusters,health-care,"[""health-care"", ""labor-social-rights""]",Dev,2026-05-11,Asbestos-affected workers health actions belong in health with labor secondary.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3284,policy-event:boe:boe_api_legal:BOE-A-2026-3284,"Resolución de 4 de febrero de 2026, de la Secretaría de Estado de Derechos Sociales, por la que se corrigen errores en la de 18 de diciembre de 2025, de la Secretaría de Estado de Derechos Sociales, por la que se public...",1,1,2026-02-12,2026-02-12,health-care,"[""health-care"", ""international-relations-treaties""]","[{""cluster_id"": ""health-care"", ""issue_review_status"": ""heuristic"", ""label"": ""Sanidad, cuidados, pacientes y salud publica"", ""matched_keywords"": [""enfermedades"", ""dependencia""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""acuerdo""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3284-1d95b2i/,set_clusters,labor-social-rights,"[""labor-social-rights"", ""health-care""]",Dev,2026-05-11,"Dependency, ELA, home assistance and personal autonomy services belong in social care with health secondary.",copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3240,policy-event:boe:boe_api_legal:BOE-A-2026-3240,"Resolución de 4 de febrero de 2026, de la Subsecretaría, por la que se resuelve parcialmente la convocatoria de libre designación, efectuada por Resolución de 11 de diciembre de 2025.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3240-1d95arm/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Territorial policy ministry personnel destination belongs in institutional/territorial governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3259,policy-event:boe:boe_api_legal:BOE-A-2026-3259,"Resolución de 4 de febrero de 2026, de la Universidad de Alcalá, por la que se convoca concurso de acceso a plazas de cuerpos docentes universitarios.",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3259-1d95aui/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,University teaching access competition.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3267,policy-event:boe:boe_api_legal:BOE-A-2026-3267,"Resolución de 5 de febrero de 2026, de la Dirección General del Catastro, por la que se publica el Convenio con el Colegio Oficial de Graduados Sociales de Palencia.",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3267-1d95apz/,set_clusters,public-finance-taxation,"[""public-finance-taxation""]",Dev,2026-05-11,Cadastre agreement belongs in public finance/tax-administration context.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3266,policy-event:boe:boe_api_legal:BOE-A-2026-3266,"Resolución de 5 de febrero de 2026, de la Dirección General del Catastro, por la que se publica el Convenio con el Colegio de Abogados de Vic.",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3266-1d95apy/,set_clusters,public-finance-taxation,"[""public-finance-taxation""]",Dev,2026-05-11,Cadastre agreement belongs in public finance/tax-administration context.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3243,policy-event:boe:boe_api_legal:BOE-A-2026-3243,"Resolución de 5 de febrero de 2026, de la Subsecretaría, por la que se resuelve la convocatoria de libre designación, efectuada por Resolución de 10 de diciembre de 2025.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3243-1d95arl/,set_clusters,health-care,"[""health-care""]",Dev,2026-05-11,Health ministry free-designation destination belongs in health governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3241,policy-event:boe:boe_api_legal:BOE-A-2026-3241,"Resolución de 5 de febrero de 2026, de la Subsecretaría, por la que se resuelve parcialmente la convocatoria de libre designación, efectuada por Resolución de 2 de diciembre de 2025.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3241-1d95arn/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Territorial policy ministry personnel destination belongs in institutional/territorial governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3269,policy-event:boe:boe_api_legal:BOE-A-2026-3269,"Resolución de 6 de febrero de 2026, de la Secretaría General Técnica, por la que se publica el Convenio entre la Secretaría de Estado de Seguridad y el Ayuntamiento de Puerto Real, para la incorporación del Cuerpo de Po...",1,1,2026-02-12,2026-02-12,justice-security-rights,"[""justice-security-rights"", ""international-relations-treaties""]","[{""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3269-1d95aq1/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Local police integration into gender-violence monitoring system belongs in security/rights.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3282,policy-event:boe:boe_api_legal:BOE-A-2026-3282,"Resolución de 6 de febrero de 2026, de la Secretaría General de Consumo y Juego, por la que se publica el Convenio con la Agencia Catalana del Consumo y el Ayuntamiento de Lleida, para el desarrollo del arbitraje de con...",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3282-1d95b2k/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Consumer arbitration agreement belongs in consumer rights/dispute resolution.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3238,policy-event:boe:boe_api_legal:BOE-A-2026-3238,"Resolución de 6 de febrero de 2026, de la Secretaría de Estado de Transportes y Movilidad Sostenible, por la que se resuelve la convocatoria de libre designación, efectuada por Resolución de 22 de noviembre de 2025.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3238-1d95awd/,set_clusters,other-official-actions,"[""other-official-actions""]",Dev,2026-05-11,Transport ministry personnel appointment/destination without dedicated transport cluster.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
