link_key,fragment_id,norm_id,boe_id_context,delegated_institution_label,designated_role_title,reasons_csv,candidate_rank_for_link,candidate_score,candidate_relevance_bucket,autofill_confidence,candidate_boe_id,candidate_doc_url,candidate_publication_date,candidate_publication_date_iso,candidate_department,candidate_title,candidate_person_hint,role_token_overlap,institution_token_overlap,institution_overlap_min,institution_overlap_ok,suggested_reviewed_designated_actor_label,suggested_reviewed_enforcement_evidence_date,suggested_reviewed_source_url,suggested_reviewed_evidence_quote,recommended_action,review_status,review_note
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,3,27,medium,medium,BOE-A-2008-9974,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9974,11/06/2008,2008-06-11,Ministerio de Economía y Hacienda,"Resolución de 10 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Director del Servicio de Auditoría Interna de la Agencia Estatal de Administración Tributaria, de don Tomás Merola Macanás.",Tomás Merola Macanás,0,4,1,1,Tomás Merola Macanás,2008-06-11,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9974,"Resolución de 10 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Director del Servicio de Auditoría Interna de la Agencia Estatal de Administración Tributaria, de don Tomás Merola Macanás.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,4,26,medium,medium,BOE-A-2008-9782,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9782,06/06/2008,2008-06-06,Ministerio de Economía y Hacienda,"Resolución de 4 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado Especial de la Agencia Estatal de Administración Tributaria de Galicia de don Luis Antonio Pazos Franco.",Luis Antonio Pazos Franco,0,4,1,1,Luis Antonio Pazos Franco,2008-06-06,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-9782,"Resolución de 4 de junio de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado Especial de la Agencia Estatal de Administración Tributaria de Galicia de don Luis Antonio Pazos Franco.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,5,25,medium,medium,BOE-A-2008-8196,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-8196,09/05/2008,2008-05-09,Ministerio de Economía y Hacienda,"Resolución de 29 de abril de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Secretario Técnico Permanente de la Comisión Mixta de Coordinación de la Gestión Tributaria y Director Adjunto del Departamento de Organización, Planificación y Relaciones Institucionales de don Gaspar Caballo Mingo.",Gaspar Caballo Mingo,0,4,1,1,Gaspar Caballo Mingo,2008-05-09,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-8196,"Resolución de 29 de abril de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Secretario Técnico Permanente de la Comisión Mixta de Coordinación de la Gestión Tributaria y Director Adjunto del Departamento de Organización, Planificación y Relaciones Institucionales de don Gaspar Caballo Mingo.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,6,24,weak,low,BOE-A-2008-1343,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-1343,25/01/2008,2008-01-25,Ministerio de Economía y Hacienda,"Resolución de 22 de enero de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Luciano Alfonso Losada Suárez como Delegado de la Agencia Estatal de Administración Tributaria en Tarragona.",Luciano Alfonso Losada Suárez,0,4,1,1,Luciano Alfonso Losada Suárez,2008-01-25,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-1343,"Resolución de 22 de enero de 2008, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Luciano Alfonso Losada Suárez como Delegado de la Agencia Estatal de Administración Tributaria en Tarragona.",inspect_candidate,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,7,23,weak,low,BOE-A-2007-21930,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-21930,20/12/2007,2007-12-20,Ministerio de Economía y Hacienda,"Resolución de 12 de diciembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegada Especial de la Agencia en Aragón de doña Nuria Pozuelo Antoni.",Nuria Pozuelo Antoni,0,4,1,1,Nuria Pozuelo Antoni,2007-12-20,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-21930,"Resolución de 12 de diciembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegada Especial de la Agencia en Aragón de doña Nuria Pozuelo Antoni.",inspect_candidate,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,8,22,weak,low,BOE-A-2007-21931,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-21931,20/12/2007,2007-12-20,Ministerio de Economía y Hacienda,"Resolución de 12 de diciembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado de la Agencia en Ávila de don Juan José Fernández Sánchez.",Juan José Fernández Sánchez,0,4,1,1,Juan José Fernández Sánchez,2007-12-20,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-21931,"Resolución de 12 de diciembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado de la Agencia en Ávila de don Juan José Fernández Sánchez.",inspect_candidate,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,9,21,weak,low,BOE-A-2007-21932,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-21932,20/12/2007,2007-12-20,Ministerio de Economía y Hacienda,"Resolución de 12 de diciembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Subdirector General de Información y Asistencia Tributaria en el Departamento de Gestión y Tributaria de don Francisco Luis Via Ozalla.",Francisco Luis Via Ozalla,0,4,1,1,Francisco Luis Via Ozalla,2007-12-20,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-21932,"Resolución de 12 de diciembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Subdirector General de Información y Asistencia Tributaria en el Departamento de Gestión y Tributaria de don Francisco Luis Via Ozalla.",inspect_candidate,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,10,20,weak,low,BOE-A-2007-17354,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-17354,04/10/2007,2007-10-04,Ministerio de Economía y Hacienda,"Resolución de 26 de septiembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Domingo Javier Molina Moscoso como Subdirector General de Aplicaciones en el Departamento de Informática Tributaria.",Domingo Javier Molina Moscoso,0,4,1,1,Domingo Javier Molina Moscoso,2007-10-04,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-17354,"Resolución de 26 de septiembre de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Domingo Javier Molina Moscoso como Subdirector General de Aplicaciones en el Departamento de Informática Tributaria.",inspect_candidate,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,11,20,weak,low,BOE-A-2007-14895,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-14895,04/08/2007,2007-08-04,Ministerio de Economía y Hacienda,"Resolución de 27 de julio de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María Consuelo Sánchez García como Subdirectora General de Organización y Planificación en el Departamento de Recaudación.",María Consuelo Sánchez García,0,4,1,1,María Consuelo Sánchez García,2007-08-04,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-14895,"Resolución de 27 de julio de 2007, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María Consuelo Sánchez García como Subdirectora General de Organización y Planificación en el Departamento de Recaudación.",inspect_candidate,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,12,20,weak,low,BOE-A-2007-12768,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-12768,30/06/2007,2007-06-30,Ministerio de Economía y Hacienda,"Resolución de 21 de junio de 2007, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado Especial de Canarias de don José Luis Rodríguez Díaz.",José Luis Rodríguez Díaz,0,4,1,1,José Luis Rodríguez Díaz,2007-06-30,https://www.boe.es/buscar/doc.php?id=BOE-A-2007-12768,"Resolución de 21 de junio de 2007, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento como Delegado Especial de Canarias de don José Luis Rodríguez Díaz.",inspect_candidate,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,1,49,strong,high,BOE-A-1996-12484,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-12484,01/06/1996,1996-06-01,Ministerio del Interior,"Real Decreto 1343/1996, de 31 de mayo, por el que se dispone el nombramiento de don Carlos Muñoz-Repiso Izaguirre como Director general de Tráfico.",Carlos Muñoz-Repiso Izaguirre,1,2,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-12484,"Real Decreto 1343/1996, de 31 de mayo, por el que se dispone el nombramiento de don Carlos Muñoz-Repiso Izaguirre como Director general de Tráfico.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,2,48,strong,high,BOE-A-1988-20990,https://www.boe.es/buscar/doc.php?id=BOE-A-1988-20990,03/09/1988,1988-09-03,Ministerio del Interior,"Real Decreto 932/1988, de 2 de septiembre, por el que se dispone el nombramiento de don Miguel María Muñoz Medina como Director general de Tráfico.",Miguel María Muñoz Medina,1,2,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1988-20990,"Real Decreto 932/1988, de 2 de septiembre, por el que se dispone el nombramiento de don Miguel María Muñoz Medina como Director general de Tráfico.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,3,47,strong,high,BOE-A-1986-28415,https://www.boe.es/buscar/doc.php?id=BOE-A-1986-28415,27/10/1986,1986-10-27,Ministerio del Interior,"Real Decreto 2221/1986, de 24 de octubre, por el que se dispone el nombramiento de don David León Blanco como Director general de Tráfico.",David León Blanco,1,2,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1986-28415,"Real Decreto 2221/1986, de 24 de octubre, por el que se dispone el nombramiento de don David León Blanco como Director general de Tráfico.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,4,46,medium,medium,BOE-A-2025-17408,https://www.boe.es/buscar/doc.php?id=BOE-A-2025-17408,01/09/2025,2025-09-01,Comisión Nacional del Mercado de Valores,"Resolución de 28 de agosto de 2025, de la Comisión Nacional del Mercado de Valores, por la que se publica cese y nombramiento de Director/a General del Servicio Jurídico y Secretario/a del Consejo, y cese de Director General Adjunto del Servicio Jurídico y Vicesecretario del Consejo.",,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2025-17408,"Resolución de 28 de agosto de 2025, de la Comisión Nacional del Mercado de Valores, por la que se publica cese y nombramiento de Director/a General del Servicio Jurídico y Secretario/a del Consejo, y cese de Director General Adjunto del Servicio Jurídico y Vicesecretario del Consejo.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,5,45,medium,medium,BOE-A-2021-9014,https://www.boe.es/buscar/doc.php?id=BOE-A-2021-9014,31/05/2021,2021-05-31,Comisión Nacional del Mercado de Valores,"Resolución de 28 de mayo de 2021, de la Comisión Nacional del Mercado de Valores, por la que se publican el cese y nombramiento del Director General del Servicio Jurídico y Secretario del Consejo.",,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2021-9014,"Resolución de 28 de mayo de 2021, de la Comisión Nacional del Mercado de Valores, por la que se publican el cese y nombramiento del Director General del Servicio Jurídico y Secretario del Consejo.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,6,44,medium,medium,BOE-A-2021-7143,https://www.boe.es/buscar/doc.php?id=BOE-A-2021-7143,01/05/2021,2021-05-01,Comisión Nacional del Mercado de Valores,"Resolución de 21 de abril de 2021, de la Comisión Nacional del Mercado de Valores, por la que se publican el cese y nombramiento del Director General de Mercados.",,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2021-7143,"Resolución de 21 de abril de 2021, de la Comisión Nacional del Mercado de Valores, por la que se publican el cese y nombramiento del Director General de Mercados.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,7,43,medium,medium,BOE-A-2012-867,https://www.boe.es/buscar/doc.php?id=BOE-A-2012-867,20/01/2012,2012-01-20,Comunidad Autónoma del País Vasco,"Ley 4/1996, de 11 de octubre, de reforma de la Ley de creación del Ente Público ""Radio Televisión Vasca"" (Ley 5/1982, de 20 de mayo), referente a nombramiento y cese del Director General de EITB.",,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2012-867,"Ley 4/1996, de 11 de octubre, de reforma de la Ley de creación del Ente Público ""Radio Televisión Vasca"" (Ley 5/1982, de 20 de mayo), referente a nombramiento y cese del Director General de EITB.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,8,42,medium,medium,BOE-A-2011-1716,https://www.boe.es/buscar/doc.php?id=BOE-A-2011-1716,31/01/2011,2011-01-31,Tribunal Supremo,"Sentencia de 11 de noviembre de 2010, de la Sala Tercera del Tribunal Supremo, por la que se anula el artículo 17.3 y disposición adicional primera del Real Decreto 1039/2009, de 29 de junio, en lo que se refiere a la Dirección General de Coordinación y Administración de los Servicios Periféricos, así como la disposición final primera, apartado 1.b) 2º y apartado 1.d) del Real Decreto 1086/2009, de 3 de julio, en lo que se refiere a la Dirección General de Formación y Orientación Universitaria y la de Relaciones Internacionales, anulando igualmente el nombramiento de Director General de Coordinación y Administración de los Servicios Periféricos efectuado por el Real Decreto 1095/2009 y de Director General de Formación y Orientación Universitaria efectuado por Real Decreto 1094/2009.",,2,2,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2011-1716,"Sentencia de 11 de noviembre de 2010, de la Sala Tercera del Tribunal Supremo, por la que se anula el artículo 17.3 y disposición adicional primera del Real Decreto 1039/2009, de 29 de junio, en lo que se refiere a la Dirección General de Coordinación y Administración de los Servicios Periféricos, así como la disposición final primera, apartado 1.b) 2º y apartado 1.d) del Real Decreto 1086/2009, de 3 de julio, en lo que se refiere a la Dirección General de Formación y Orientación Universitaria y la de Relaciones Internacionales, anulando igualmente el nombramiento de Director General de Coordinación y Administración de los Servicios Periféricos efectuado por el Real Decreto 1095/2009 y de Director General de Formación y Orientación Universitaria efectuado por Real Decreto 1094/2009.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,9,41,strong,high,BOE-A-2008-8777,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-8777,20/05/2008,2008-05-20,"Ministerio de Industria, Turismo y Comercio","Orden ITC/1379/2008, de 19 de mayo, por la que se dispone el nombramiento como Director General de Promoción del Instituto Español de Comercio Exterior de don Jaime Montalvo Domínguez de la Torre.",Jaime Montalvo Domínguez de la Torre,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2008-8777,"Orden ITC/1379/2008, de 19 de mayo, por la que se dispone el nombramiento como Director General de Promoción del Instituto Español de Comercio Exterior de don Jaime Montalvo Domínguez de la Torre.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,10,40,strong,high,BOE-A-2004-9251,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-9251,18/05/2004,2004-05-18,"Ministerio de Industria, Turismo y Comercio","Orden ITC/1353/2004, de 12 de mayo, por la que se dispone el nombramiento de don Mario Fernando Buisán García como Director General de Información e Inversiones del Instituto Español de Comercio Exterior.",Mario Fernando Buisán García,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-9251,"Orden ITC/1353/2004, de 12 de mayo, por la que se dispone el nombramiento de don Mario Fernando Buisán García como Director General de Información e Inversiones del Instituto Español de Comercio Exterior.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,11,40,strong,high,BOE-A-2004-9252,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-9252,18/05/2004,2004-05-18,"Ministerio de Industria, Turismo y Comercio","Orden ITC/1354/2004, de 12 de mayo, por la que se dispone el nombramiento de don Pedro Moriyón Díez-Canedo como Director General de Promoción del Instituto Español de Comercio Exterior.",Pedro Moriyón Díez-Canedo,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-9252,"Orden ITC/1354/2004, de 12 de mayo, por la que se dispone el nombramiento de don Pedro Moriyón Díez-Canedo como Director General de Promoción del Instituto Español de Comercio Exterior.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal|Ministerio competente en trafico|DGT|Direccion General de Trafico|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11722,es:boe-a-2015-11722:fragment:articulo:bloque-sancionador-principal,es:boe-a-2015-11722,BOE-A-2015-11722,DGT,Direccion General,institutional_designated_actor,12,40,strong,high,BOE-A-2004-8194,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-8194,04/05/2004,2004-05-04,Ministerio de Fomento,"Orden FOM/1149/2004, de 29 de abril, por la que se dispone el nombramiento de don Manuel Azuaga Moreno como Director General de la Entidad Pública Empresarial Aeropuertos Españoles y Navegación Aérea.",Manuel Azuaga Moreno,1,1,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-8194,"Orden FOM/1149/2004, de 29 de abril, por la que se dispone el nombramiento de don Manuel Azuaga Moreno como Director General de la Entidad Pública Empresarial Aeropuertos Españoles y Navegación Aérea.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11724:fragment:articulo:bloque-de-infracciones-y-sanciones|Ministerio de Trabajo|Inspeccion de Trabajo y Seguridad Social|Organismo Estatal ITSS|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11724,es:boe-a-2015-11724:fragment:articulo:bloque-de-infracciones-y-sanciones,es:boe-a-2015-11724,BOE-A-2015-11724,Inspeccion de Trabajo y Seguridad Social,Direccion del Organismo Estatal ITSS,institutional_designated_actor,1,29,medium,medium,BOE-A-1984-27292,https://www.boe.es/buscar/doc.php?id=BOE-A-1984-27292,15/12/1984,1984-12-15,Ministerio de Trabajo y Seguridad Social,"Real Decreto 2206/1984, de 12 de diciembre, por el que se dispone el nombramiento de don Juan Ignacio Moltó García como Director general de Inspección de Trabajo y Seguridad Social.",Juan Ignacio Moltó García,0,4,2,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1984-27292,"Real Decreto 2206/1984, de 12 de diciembre, por el que se dispone el nombramiento de don Juan Ignacio Moltó García como Director general de Inspección de Trabajo y Seguridad Social.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2015-11724:fragment:articulo:bloque-de-infracciones-y-sanciones|Ministerio de Trabajo|Inspeccion de Trabajo y Seguridad Social|Organismo Estatal ITSS|https://www.boe.es/buscar/act.php?id=BOE-A-2015-11724,es:boe-a-2015-11724:fragment:articulo:bloque-de-infracciones-y-sanciones,es:boe-a-2015-11724,BOE-A-2015-11724,Inspeccion de Trabajo y Seguridad Social,Direccion del Organismo Estatal ITSS,institutional_designated_actor,2,28,medium,medium,BOE-A-2001-17717,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-17717,19/09/2001,2001-09-19,Ministerio de Trabajo y Asuntos Sociales,"Orden de 6 de septiembre de 2001 por la que se dispone el nombramiento, por el procedimiento de libre designación, de don Jaime Garicano Rojas como Subdirector general de Asuntos Generales de la Dirección General de la Inspección de Trabajo y Seguridad Social.",Jaime Garicano Rojas,1,4,2,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-17717,"Orden de 6 de septiembre de 2001 por la que se dispone el nombramiento, por el procedimiento de libre designación, de don Jaime Garicano Rojas como Subdirector general de Asuntos Generales de la Dirección General de la Inspección de Trabajo y Seguridad Social.",review_for_possible_approval,pending,
